temperature,cpu_usage,memory_usage,network_traffic,failure
31.66,52.98,50.68,383.65,0
64.52,52.79,54.2,323.01,0
30.62,27.42,84.59,268.94,0
50.07,15.37,65.52,273.52,0
63.2,49.72,61.93,244.75,0
52.46,35.89,78.34,251.95,0
43.27,78.09,43.6,82.68,0
46.25,78.92,74.23,154.28,0
63.22,80.83,71.22,280.39,1
39.63,28.08,71.02,31.1,0
64.03,55.25,52.21,59.06,0
54.56,60.68,47.13,259.89,0
45.46,58.65,39.34,284.6,0
50.34,38.62,40.47,262.4,0
46.86,68.02,38.49,14.41,0
61.93,45.01,61.6,486.29,1
60.86,47.31,50.89,127.65,0
41.25,17.32,62.77,201.82,0
51.77,56.61,63.78,148.59,0
48.09,40.31,35.92,455.88,0
65.35,53.37,35.38,350.57,0
44.2,49.23,50.88,243.21,0
67.83,48.26,41.05,234.76,0
54.73,44.18,39.15,321.55,0
45.7,59.16,85.52,150.41,1
49.58,41.42,27.4,345.69,0
48.59,18.81,91.42,234.16,0
44.8,55.24,60.2,362.36,0
55.76,30.44,72.75,358.29,0
45.18,21.16,70.63,228.77,0
37.56,26.6,66.11,53.67,0
51.96,50.1,84.91,270.38,0
40.58,43.26,35.52,126.06,0
48.98,6.61,52.19,309.44,0
47.73,38.09,39.65,269.21,0
48.03,66.05,24.47,229.44,0
71.01,36.88,43.1,144.53,0
55.45,42.02,88.71,442.41,1
56.96,63.77,51.88,245.56,0
40.79,59.32,90.7,582.4,1
49.77,63.39,92.54,304.19,0
56.72,0.0,100.0,342.19,0
46.8,76.2,89.3,304.71,1
62.26,56.46,97.45,340.99,1
45.38,89.31,60.85,431.12,1
52.71,30.92,59.11,432.51,0
50.31,13.26,60.31,88.01,0
56.31,45.13,55.0,402.66,0
49.88,40.04,57.69,359.66,0
52.83,56.77,68.54,304.31,0
53.11,64.35,46.62,505.51,1
49.12,43.43,30.2,510.33,0
58.88,40.67,61.55,408.55,0
56.91,54.41,42.53,234.78,0
54.29,40.39,44.39,156.9,0
51.56,38.88,52.43,390.53,1
61.37,63.67,48.3,463.14,1
53.11,67.68,74.98,56.56,1
52.55,64.51,52.0,430.36,1
55.84,41.97,75.89,269.42,0
68.57,6.48,58.71,82.92,0
44.28,42.33,53.41,356.33,0
61.16,31.36,57.85,409.13,0
39.85,42.66,31.75,257.84,0
56.74,32.92,61.09,173.12,0
67.6,44.63,70.29,505.45,0
58.91,26.29,72.84,219.76,0
56.37,21.95,30.66,439.14,0
50.52,67.01,27.66,118.43,0
55.25,27.55,45.34,349.92,0
52.98,45.01,79.92,346.5,0
48.71,62.18,58.98,404.81,1
52.68,61.46,41.06,479.16,0
56.59,59.31,28.85,202.36,0
48.86,50.45,42.69,362.49,0
48.55,58.03,41.47,136.01,0
44.12,69.72,71.84,134.65,0
58.13,52.65,73.23,230.6,0
59.36,11.93,36.1,349.12,0
56.85,35.49,68.56,501.22,1
62.72,57.53,66.71,523.07,0
55.7,33.71,33.77,257.41,0
58.14,74.16,53.49,336.66,0
57.43,43.86,61.13,413.16,0
54.27,46.53,57.94,391.85,0
50.75,65.25,24.21,279.67,0
72.71,41.71,57.36,309.13,0
51.38,48.17,66.45,286.78,0
49.67,61.18,83.43,275.0,1
58.47,18.5,42.96,259.03,0
57.01,39.86,45.18,285.64,0
43.76,59.92,51.24,251.3,0
63.98,46.18,60.24,163.75,0
54.25,71.41,56.75,403.51,1
46.11,16.63,65.88,361.95,0
64.51,14.58,34.75,525.19,0
60.01,58.85,62.14,344.34,1
44.88,60.58,41.64,249.96,0
69.22,41.52,52.42,224.83,0
60.27,52.21,85.74,305.68,1
54.92,58.41,29.83,366.35,0
67.72,30.35,49.97,270.63,0
56.27,32.28,32.06,123.57,0
54.78,48.42,57.76,211.32,0
49.72,61.27,73.87,302.16,0
59.65,24.01,58.05,388.83,0
58.81,41.44,52.9,121.7,0
55.12,40.6,78.91,331.81,0
48.68,52.52,60.95,326.53,0
56.04,44.84,69.75,245.81,0
54.44,35.17,67.87,229.57,0
44.33,67.47,3.23,211.64,0
43.23,35.29,53.62,316.9,0
59.52,39.74,35.59,435.22,0
34.18,16.35,40.07,443.73,0
56.64,32.15,81.54,165.12,0
51.18,54.29,48.25,277.56,0
65.47,50.77,89.07,36.78,0
51.05,55.79,29.66,313.1,0
60.28,54.92,35.49,371.72,0
51.82,82.58,68.72,488.52,0
55.91,31.54,48.86,85.63,0
60.89,15.85,60.53,169.43,0
51.3,26.09,52.98,317.3,0
62.97,32.33,52.43,105.79,0
47.05,27.46,49.52,320.67,0
57.36,46.69,58.23,374.76,0
62.38,67.55,66.55,146.25,0
60.28,72.71,84.06,315.91,1
70.33,54.08,51.35,154.53,0
48.89,83.54,47.91,465.05,1
43.97,38.59,45.6,324.8,0
47.05,15.61,81.46,223.19,0
60.28,63.96,67.43,151.42,0
58.98,11.91,20.82,346.7,0
55.82,31.41,20.02,462.95,0
46.02,54.36,40.06,207.42,0
61.13,43.16,59.14,247.24,0
45.2,41.56,54.4,209.74,0
64.27,23.75,64.27,486.66,1
77.86,44.81,51.84,70.96,0
57.93,63.07,80.15,454.27,1
59.66,45.36,68.9,254.74,1
51.06,30.06,56.4,291.41,0
40.52,22.54,75.62,259.12,0
50.18,30.43,25.32,328.75,0
46.26,52.06,53.47,212.42,0
43.42,51.18,57.48,427.01,0
68.78,30.59,65.84,431.88,1
57.18,5.21,24.13,181.99,0
58.04,52.56,50.31,380.1,1
52.53,28.84,62.21,257.22,0
53.62,57.4,63.59,306.2,1
62.72,31.39,76.35,483.02,1
54.74,27.22,68.71,219.12,0
59.25,47.76,53.9,411.19,0
53.43,87.44,67.15,354.86,1
52.26,58.48,51.38,276.72,0
43.74,47.45,57.64,344.09,0
39.18,51.46,69.31,329.81,0
52.91,13.48,54.18,161.0,0
55.45,24.8,61.52,227.19,0
44.71,0.0,72.3,174.57,0
54.72,76.14,67.82,266.81,1
55.43,72.49,77.2,461.4,1
37.75,52.07,96.91,369.72,0
47.68,47.43,67.65,128.09,0
58.26,17.07,46.7,267.2,0
58.1,41.05,64.21,328.03,0
45.77,77.26,63.44,389.29,0
56.27,47.37,66.04,221.91,1
63.18,34.84,81.91,151.51,0
61.22,13.35,24.69,293.24,0
54.24,69.85,82.25,368.28,1
51.26,43.74,88.31,328.18,0
49.97,13.38,65.23,193.84,0
58.74,28.36,65.66,510.55,0
56.56,22.0,50.65,288.14,0
60.04,42.63,55.11,323.25,0
56.05,48.73,67.56,220.56,0
61.55,35.94,66.4,432.78,0
55.76,58.99,67.97,368.62,0
61.28,46.42,66.28,337.76,0
61.97,64.12,71.17,161.8,0
48.56,38.57,69.16,431.28,0
40.53,99.82,36.56,390.83,0
67.35,34.84,69.98,421.79,0
57.05,28.74,88.45,304.44,0
41.28,26.53,54.52,291.02,0
49.29,41.2,81.99,278.15,0
61.17,14.05,38.49,573.48,0
52.76,50.3,54.46,234.91,0
50.9,10.7,43.46,157.65,0
66.21,47.91,79.83,255.21,1
46.62,20.68,84.53,236.02,0
48.61,38.14,53.21,451.18,0
56.69,55.88,76.08,137.28,0
58.12,86.47,84.71,232.65,1
58.97,25.6,54.41,322.86,0
62.29,42.29,57.34,452.2,1
56.59,31.97,68.21,385.58,1
58.92,29.34,39.83,494.28,0
52.93,32.13,56.98,341.5,0
55.5,59.83,93.57,275.57,1
55.86,36.21,46.0,402.67,0
56.72,85.49,70.37,135.94,0
61.18,52.49,64.43,94.81,0
59.44,26.82,52.05,417.15,0
55.35,38.4,58.99,325.27,0
48.53,30.57,86.55,415.68,0
55.54,59.4,64.96,197.72,1
54.78,15.5,67.78,454.17,0
56.55,20.86,83.82,380.44,0
72.65,34.35,49.79,296.27,0
50.81,57.29,36.16,324.88,0
58.38,67.2,86.83,341.63,1
63.55,69.85,57.46,197.19,0
55.78,54.54,71.08,253.8,0
73.7,43.51,41.28,339.73,1
51.98,59.3,61.99,248.98,0
57.59,24.4,35.26,123.67,0
48.61,11.8,56.15,335.39,0
52.19,52.86,43.34,400.32,0
56.99,26.9,39.2,428.22,1
61.77,43.82,49.54,363.88,1
57.55,47.15,13.72,398.2,0
65.07,49.47,34.12,418.5,0
54.24,61.88,69.08,309.56,0
52.34,59.98,61.26,45.73,0
76.63,48.51,35.66,439.17,0
58.15,37.04,64.86,192.8,0
49.24,46.94,39.19,164.29,0
49.45,34.27,68.0,167.59,0
47.46,41.46,52.92,598.15,0
62.49,92.13,49.15,352.87,1
52.08,48.28,53.36,175.01,0
56.02,53.1,100.0,217.99,0
54.49,32.3,41.34,299.91,0
60.85,63.36,59.08,365.09,0
48.23,58.68,69.06,333.52,1
46.4,58.81,37.68,188.57,0
56.79,48.87,26.3,338.06,0
59.81,63.62,44.18,226.66,0
57.66,67.89,68.67,425.63,0
48.52,50.1,48.84,306.76,0
60.42,42.94,50.84,208.88,0
49.05,61.1,71.39,382.67,1
50.83,28.73,40.49,345.99,0
47.45,32.08,53.4,243.02,0
65.41,44.04,27.75,387.61,0
60.07,13.66,60.77,375.49,0
59.84,59.9,59.13,444.22,1
64.98,27.67,69.32,385.22,0
77.5,36.51,34.39,274.33,0
41.33,41.16,51.55,97.14,0
49.09,45.71,31.99,322.4,0
50.07,38.81,50.57,341.02,0
48.19,43.79,81.67,306.14,0
46.38,43.93,49.23,0.0,0
52.6,36.95,30.41,381.46,0
45.27,31.08,42.76,190.55,0
57.68,64.47,26.0,382.29,0
55.41,7.12,31.68,504.08,0
58.85,41.3,67.08,269.66,0
59.06,36.56,28.97,352.62,0
59.82,52.54,60.62,303.93,0
52.01,18.82,55.46,363.07,0
71.97,36.0,45.43,312.41,0
56.88,43.16,59.09,237.96,0
40.1,64.26,38.12,191.41,0
46.98,50.98,70.14,490.86,1
41.08,23.7,42.43,352.63,0
55.14,36.23,48.05,399.66,0
54.03,60.95,45.9,347.89,0
51.25,23.39,67.41,417.09,0
71.09,43.58,64.8,192.48,0
59.39,44.84,7.81,309.98,0
60.81,38.06,59.58,360.66,0
47.55,93.52,23.6,455.12,0
47.01,37.57,48.86,620.77,1
55.29,53.1,53.05,348.9,0
56.38,31.21,48.66,220.67,0
40.15,54.5,64.01,156.52,0
53.56,60.67,67.96,191.42,0
55.11,34.42,41.08,207.11,0
53.28,44.02,40.42,0.0,0
48.49,28.88,54.35,218.92,0
50.68,24.4,27.21,386.01,0
53.59,63.66,46.41,309.05,0
55.73,35.03,79.27,268.97,0
59.84,1.55,27.89,105.37,0
63.65,76.78,48.88,426.05,1
52.65,30.56,44.34,361.42,0
51.35,40.57,91.09,298.45,1
58.5,74.54,45.32,35.7,0
59.89,42.45,46.36,241.11,0
51.53,42.06,36.45,352.05,0
61.32,22.89,55.17,296.57,0
62.84,15.57,59.86,323.03,0
65.33,42.01,39.06,382.25,0
69.23,51.53,72.8,318.57,1
48.07,50.5,59.88,377.96,1
55.11,36.34,70.33,198.77,0
55.09,45.36,49.09,153.27,0
54.22,11.93,59.38,357.28,0
49.81,53.28,51.16,381.89,0
43.12,47.91,81.24,362.28,1
55.74,80.53,57.09,315.79,1
48.85,45.13,55.16,261.12,0
55.69,28.03,46.75,325.32,0
48.65,44.09,45.71,345.52,0
46.2,39.1,59.28,352.72,0
56.87,52.82,69.75,612.86,1
56.21,45.48,42.68,189.5,0
59.63,22.32,57.28,687.12,0
72.49,15.56,58.32,149.18,0
57.22,49.73,61.45,346.28,0
58.88,69.9,24.27,156.62,0
46.38,46.43,38.35,336.75,0
44.7,59.64,30.41,417.85,0
67.66,63.23,55.59,303.91,1
47.61,49.8,38.78,416.77,0
46.65,30.34,46.07,249.16,0
54.69,48.52,33.5,54.02,0
54.28,66.73,47.74,375.21,0
47.78,54.54,34.77,303.68,0
52.56,58.47,68.64,242.45,0
64.84,36.67,63.63,250.73,0
48.55,41.36,57.7,348.79,0
43.85,42.86,49.57,202.26,0
62.54,44.08,18.32,345.03,0
58.94,66.02,46.75,442.64,0
50.04,2.75,41.29,547.21,0
42.34,45.55,59.45,468.54,0
49.04,43.57,66.15,319.41,0
54.56,20.31,60.84,330.92,0
64.33,57.09,77.73,251.97,0
46.71,31.96,44.77,244.12,0
54.32,38.57,44.02,404.64,0
60.4,78.28,73.68,263.1,0
35.95,63.18,57.99,343.93,1
63.27,55.34,50.55,184.5,0
45.54,51.85,88.24,464.44,1
57.66,42.04,65.4,261.31,0
56.97,80.99,51.57,430.56,0
63.68,59.44,42.65,215.54,0
59.41,31.51,78.88,209.19,0
35.98,19.8,58.73,459.36,0
48.72,55.2,55.44,224.88,0
56.11,43.99,67.17,111.85,0
53.44,19.28,70.84,175.21,0
58.82,52.71,64.9,402.81,0
61.31,40.16,70.91,391.27,1
59.87,54.55,63.12,208.5,1
53.29,52.95,64.99,224.19,0
40.23,34.05,41.83,380.76,0
51.36,56.39,87.59,457.91,1
58.33,36.04,32.79,291.74,0
46.28,37.21,60.57,366.51,0
60.05,35.42,30.94,404.81,0
62.27,65.36,53.23,558.36,1
56.01,39.95,44.72,161.31,0
30.49,69.7,57.44,219.75,0
44.78,77.1,61.15,239.22,0
70.09,31.7,37.79,399.3,0
50.63,0.0,54.47,269.77,0
39.13,63.8,80.09,337.47,0
64.88,38.84,31.38,314.62,0
55.11,29.41,39.63,300.21,0
63.84,34.4,70.49,312.89,1
57.22,37.53,56.4,423.59,0
58.67,68.35,57.72,183.53,0
57.9,47.88,73.4,282.19,0
60.58,68.1,40.71,154.17,0
73.22,53.9,45.65,327.19,0
62.77,39.43,43.43,276.54,0
42.36,37.97,48.73,428.31,0
58.57,55.11,79.11,299.42,1
64.13,59.77,24.38,246.74,0
64.62,62.94,33.5,270.39,0
51.59,40.29,30.42,506.81,0
64.32,48.15,80.23,111.59,0
62.42,55.51,43.94,224.7,0
75.58,38.09,49.12,304.32,0
49.0,24.57,25.94,223.63,0
50.94,30.49,50.28,358.88,0
52.55,40.66,70.6,293.22,0
51.08,56.92,59.55,330.72,0
47.88,67.66,53.06,314.14,0
32.9,20.59,26.83,287.63,0
51.52,34.25,49.1,145.1,0
57.95,38.56,57.64,321.13,0
51.05,59.3,37.15,88.39,0
70.48,35.49,66.79,219.36,0
55.11,37.26,70.93,358.7,0
65.33,19.58,45.48,442.76,0
57.09,53.7,68.06,581.93,1
61.61,42.09,53.02,248.61,0
57.23,33.23,75.65,196.19,0
65.95,40.33,91.61,362.67,0
55.45,65.29,35.31,524.4,0
58.97,26.91,68.85,483.93,1
57.93,29.85,78.49,175.79,1
52.69,67.54,37.53,283.14,0
58.24,46.36,44.65,402.04,0
72.88,57.06,44.45,410.37,0
52.84,52.23,52.61,371.02,0
58.36,44.36,48.59,246.15,0
65.06,38.73,51.43,369.96,0
64.12,59.97,70.08,411.52,1
55.09,65.92,20.88,188.16,0
35.93,64.52,37.47,459.63,0
59.13,23.66,67.06,419.04,0
37.24,68.49,64.95,210.96,0
66.76,38.56,35.95,410.99,0
56.36,31.41,65.07,397.57,0
63.0,41.95,78.88,402.14,1
47.78,59.96,54.12,489.12,0
42.58,54.73,36.86,298.74,0
57.09,40.4,70.75,339.78,0
54.73,60.08,86.01,0.0,0
51.07,47.52,39.05,433.9,0
55.68,34.69,55.71,422.35,1
77.14,32.26,74.62,462.72,1
61.68,52.38,57.08,187.6,0
63.4,43.51,23.55,415.45,0
61.75,20.24,62.98,422.25,0
66.84,60.25,37.38,221.89,0
53.48,36.36,32.13,426.72,0
38.56,73.66,23.9,355.56,0
53.49,19.75,76.43,96.24,0
61.49,41.75,39.98,370.14,0
47.24,32.4,61.0,207.94,0
53.59,27.44,65.42,98.89,0
49.47,36.24,57.91,343.99,0
67.02,76.87,60.34,292.16,1
61.0,47.58,61.86,468.46,1
60.21,30.75,57.49,321.81,0
59.97,12.08,41.32,393.42,0
54.7,14.02,39.71,361.06,0
56.58,35.34,53.11,422.51,0
45.52,33.59,52.73,193.63,1
37.51,40.97,62.73,323.82,0
56.2,4.1,74.83,283.11,0
57.59,43.35,61.19,378.44,0
64.67,63.5,40.4,330.7,0
67.57,74.21,15.74,226.32,0
67.56,10.9,41.16,259.45,0
47.02,30.57,30.8,497.82,0
52.18,29.62,41.85,96.68,0
58.84,47.62,59.36,385.12,0
75.26,23.04,56.52,448.97,0
66.84,75.28,88.45,369.46,1
63.96,45.78,63.7,536.52,1
51.9,42.78,89.37,412.62,0
47.93,73.67,67.87,346.09,0
61.31,44.71,74.54,243.99,0
46.19,52.21,48.54,348.32,0
53.09,31.49,35.66,381.8,0
54.08,20.33,46.92,300.42,0
67.74,34.01,54.79,210.86,0
52.16,84.37,43.69,155.49,0
35.49,56.39,36.98,322.25,0
59.04,49.94,62.5,122.36,0
49.41,27.43,36.9,243.41,0
55.34,61.4,27.4,8.19,0
54.31,20.56,34.8,399.96,0
52.81,16.79,50.78,438.49,0
61.32,34.94,37.16,309.47,0
42.74,80.18,50.89,519.78,1
50.86,79.16,65.81,461.69,1
60.47,36.88,65.34,357.57,0
50.09,32.86,43.11,286.41,0
42.13,15.47,31.53,258.07,0
60.35,46.4,44.64,367.5,0
63.98,47.92,66.8,283.05,0
54.64,59.21,71.01,365.79,1
39.31,61.39,61.35,374.69,0
60.65,41.45,76.63,272.45,0
41.72,55.01,86.13,431.49,0
57.47,32.39,46.3,272.57,0
47.9,54.67,81.76,302.56,1
45.72,35.87,50.31,182.7,0
51.46,53.27,73.36,267.53,1
53.53,51.81,67.75,558.98,0
49.85,46.24,19.41,191.95,0
59.71,59.3,37.61,352.53,0
51.43,16.73,33.02,245.46,0
62.84,25.83,22.92,34.33,0
57.25,40.14,70.83,367.08,0
49.42,19.02,92.24,233.27,0
48.07,37.68,50.36,338.28,0
41.82,38.26,70.37,418.77,0
57.33,68.57,81.72,328.15,1
52.16,47.57,58.75,339.4,1
36.02,63.53,54.54,195.85,0
50.71,50.43,50.58,384.82,0
47.79,35.36,64.68,277.24,0
67.61,47.41,70.74,60.19,0
41.38,58.13,63.31,399.27,1
43.47,66.48,62.69,435.96,1
63.88,42.62,54.08,477.73,0
65.85,15.34,26.33,560.5,0
49.04,14.08,71.16,392.82,0
49.94,39.12,31.88,361.68,0
59.93,2.92,66.15,430.99,0
36.38,77.31,68.6,193.56,0
40.11,55.74,34.47,99.36,0
52.75,33.56,44.06,242.76,0
67.4,25.03,93.19,453.27,1
51.51,63.51,53.57,220.67,0
55.81,24.95,33.04,355.87,0
64.07,26.67,69.42,368.8,1
71.86,31.21,41.09,329.31,0
50.39,47.05,20.43,146.68,0
54.87,56.17,64.36,341.12,0
69.58,66.47,38.5,249.41,0
42.82,63.81,60.78,504.34,1
63.22,45.01,40.37,436.43,0
46.85,63.37,67.73,253.64,0
55.82,32.92,58.3,511.89,0
53.06,12.22,8.39,341.25,0
47.34,32.92,61.88,99.4,0
47.14,30.49,49.78,290.6,0
57.21,33.62,80.5,496.23,0
62.96,27.73,62.11,201.62,0
53.96,36.7,68.61,291.81,0
55.56,56.16,42.21,136.82,0
59.57,75.87,40.78,155.86,0
47.23,13.94,54.54,199.89,0
60.92,21.82,48.51,152.71,0
61.55,30.75,79.08,225.81,1
75.83,58.78,52.24,508.59,1
51.99,41.31,32.95,295.67,0
51.34,31.97,40.1,394.26,0
61.15,57.9,72.37,430.99,1
61.55,62.22,51.99,166.99,0
50.72,44.66,51.03,200.22,0
51.77,30.31,74.08,391.9,0
59.33,49.87,38.53,223.89,0
48.38,40.8,14.77,383.95,0
51.72,40.66,39.65,501.28,0
55.72,35.78,59.36,125.35,0
62.97,61.65,50.51,257.17,1
50.16,49.5,26.91,276.21,0
40.26,63.64,73.29,236.84,0
39.67,69.05,57.94,227.04,0
44.92,53.26,62.0,240.95,0
44.49,35.88,62.55,298.17,0
53.76,63.73,31.63,319.79,0
45.49,53.38,60.45,414.41,0
49.38,91.86,71.33,296.99,1
48.81,50.58,75.53,434.18,0
51.48,57.56,67.98,228.98,0
65.58,50.23,64.24,155.84,0
60.3,43.22,23.73,263.43,0
55.13,40.34,54.73,355.5,0
51.31,50.3,37.78,403.26,0
51.53,54.38,78.08,475.23,1
57.62,65.78,75.35,334.82,1
59.67,50.56,37.89,390.36,0
47.74,36.67,54.17,464.25,0
55.29,39.12,59.47,206.49,0
38.75,21.19,71.21,274.78,0
56.69,74.9,24.84,632.51,1
61.1,35.26,15.23,402.77,0
52.76,62.41,55.69,361.28,1
69.53,49.98,9.43,407.24,0
47.95,50.47,57.85,139.72,0
56.74,42.89,65.66,222.38,0
54.71,30.82,77.25,178.52,0
54.2,27.57,43.79,350.23,0
54.09,76.11,57.9,255.72,0
55.86,47.05,66.73,311.45,0
61.78,65.25,33.84,262.68,0
66.02,69.93,71.48,104.83,1
54.98,37.6,59.94,406.2,0
61.52,52.62,44.1,88.54,0
49.39,45.81,57.54,212.68,0
61.13,24.17,52.49,142.14,0
48.9,41.66,69.04,194.43,0
63.73,55.58,48.51,324.22,1
72.69,36.02,59.09,448.2,0
54.02,39.15,43.82,112.68,0
37.46,41.88,38.12,233.14,0
50.62,83.01,58.09,90.11,1
64.86,11.99,38.86,227.35,0
59.42,54.03,69.41,308.63,0
56.99,40.44,65.66,392.05,1
63.07,33.47,41.23,45.77,0
58.88,40.0,58.85,366.07,0
64.74,57.01,41.15,183.28,0
62.36,58.04,26.12,154.06,0
67.17,48.35,44.25,308.1,0
57.87,64.67,54.09,375.26,1
62.24,67.84,64.39,287.95,1
52.54,59.69,57.69,168.82,0
50.19,35.17,71.34,287.88,0
68.65,53.9,37.34,212.98,0
56.73,53.99,48.22,372.48,0
61.44,30.32,84.6,429.04,0
55.99,16.75,20.24,421.38,0
50.31,8.59,46.86,297.63,0
55.09,46.26,35.71,434.72,0
66.49,50.36,51.48,177.48,0
59.44,23.73,47.18,513.94,0
41.31,63.83,65.84,176.81,0
53.28,47.74,59.6,56.39,0
69.26,69.29,31.5,463.85,0
53.29,51.67,44.41,214.78,0
40.6,25.81,55.0,314.01,0
70.14,53.25,68.31,176.3,1
60.46,57.06,98.79,583.63,1
54.44,35.14,67.65,518.62,0
52.03,19.04,36.78,485.59,0
63.66,46.81,53.31,310.6,1
50.66,26.98,58.26,417.68,0
64.19,65.18,45.65,293.63,0
59.34,37.67,63.46,434.66,0
56.96,76.04,14.12,250.73,0
56.16,6.77,64.96,490.16,0
53.6,47.43,46.43,244.7,0
63.37,70.73,53.03,258.33,0
48.08,28.97,81.38,244.02,0
42.02,42.13,32.29,323.09,0
59.92,37.75,59.91,253.42,0
60.05,32.69,69.29,358.47,0
58.84,49.4,58.07,242.28,0
58.26,21.68,25.94,394.89,0
52.44,43.0,79.31,482.2,1
61.3,54.29,51.2,309.31,0
54.64,41.13,45.5,566.2,0
51.1,27.0,49.41,435.3,0
52.5,63.54,48.12,556.59,1
71.17,58.14,33.58,292.66,1
41.12,26.26,57.97,100.62,0
59.0,21.71,44.25,215.26,0
41.57,27.87,67.08,227.5,0
54.13,54.81,64.32,185.64,0
51.53,49.96,84.26,36.49,0
38.32,59.22,51.19,422.96,0
58.11,39.13,40.54,76.8,0
51.96,28.35,28.54,411.47,0
38.21,61.54,94.48,562.27,1
61.72,35.04,66.92,206.6,0
66.48,48.36,42.54,346.51,0
66.92,17.1,85.48,252.16,0
57.87,34.74,79.41,399.25,0
55.37,63.17,30.68,156.67,0
65.63,32.11,41.44,284.19,0
68.46,59.66,52.62,434.54,1
64.07,3.04,35.74,294.14,0
47.47,34.93,53.26,104.56,0
56.61,41.92,67.82,449.0,1
58.52,76.37,30.28,144.48,0
40.52,23.96,60.27,309.45,0
58.75,57.08,76.03,369.92,1
73.18,64.02,62.2,314.38,0
60.12,32.01,53.64,604.49,0
66.79,38.28,42.97,388.06,0
56.46,47.55,69.96,275.72,0
54.41,18.33,33.82,372.32,0
58.05,36.81,59.37,325.19,0
48.47,67.97,55.46,305.32,0
47.29,54.41,75.26,329.25,0
65.13,42.18,44.51,247.91,0
65.98,47.04,46.04,325.55,0
47.07,55.46,32.65,239.34,0
62.74,58.9,62.87,72.46,0
54.3,34.98,47.37,436.82,0
57.72,72.62,39.48,232.15,0
58.68,68.69,41.2,316.97,0
62.95,57.19,64.67,208.75,0
55.66,29.83,35.15,212.37,0
66.28,26.64,36.75,175.32,0
57.48,39.12,71.13,413.8,0
59.99,46.09,52.01,442.77,0
48.33,13.17,72.2,303.11,0
72.27,53.9,48.53,235.6,0
58.76,68.17,54.98,96.83,0
60.7,55.38,57.81,395.45,0
42.13,32.83,79.97,218.81,0
48.42,30.7,78.51,165.93,0
64.9,50.4,75.76,303.51,1
57.3,42.24,43.68,259.9,0
39.69,52.97,37.24,117.83,0
63.31,55.83,68.69,134.31,0
50.65,64.65,79.78,340.39,0
66.29,24.62,75.93,221.32,0
54.3,48.99,55.23,361.23,0
56.64,38.46,68.1,317.58,0
64.43,43.22,68.42,425.71,1
47.82,60.56,57.68,200.14,0
47.06,62.52,58.46,327.93,0
53.43,70.17,56.77,376.59,1
61.62,52.66,40.81,224.85,0
44.35,43.02,42.65,435.26,0
41.66,40.45,42.37,100.05,0
61.59,13.77,26.21,200.05,0
50.18,69.12,57.57,95.56,0
51.86,39.21,54.27,211.7,0
40.15,54.11,68.72,281.45,0
49.57,57.22,77.69,399.78,1
54.94,22.58,78.84,281.37,0
62.44,28.38,80.53,228.56,0
48.83,72.85,41.37,114.09,0
68.26,50.23,29.22,154.3,0
49.52,34.55,71.75,337.22,0
49.54,42.73,79.88,405.77,1
67.3,64.55,83.01,249.69,1
56.69,61.82,63.73,445.32,1
50.58,18.61,19.06,186.01,0
53.76,74.42,61.58,253.14,1
65.82,62.39,65.0,263.26,1
66.73,42.26,77.54,483.53,0
48.47,23.55,80.73,316.04,0
54.66,63.97,71.37,84.19,1
55.72,53.58,44.43,414.2,0
47.11,18.76,36.48,521.51,0
54.55,40.82,64.61,270.03,0
55.04,100.0,40.74,192.35,0
64.12,45.3,81.55,403.71,0
64.66,31.64,24.32,535.71,0
52.37,26.85,65.2,401.85,0
53.29,76.9,60.75,105.24,0
60.31,60.26,51.28,390.56,0
50.32,70.33,38.35,348.5,0
59.71,49.47,17.89,185.44,0
54.3,67.57,45.43,454.66,1
47.24,29.73,45.75,352.6,0
47.35,47.93,75.01,457.8,0
66.58,50.17,40.91,172.62,1
53.75,69.88,63.15,347.85,1
68.12,50.74,31.74,192.59,0
50.89,33.74,63.64,329.72,0
57.33,46.15,14.72,477.27,0
74.14,14.82,92.72,128.83,0
46.54,3.22,52.46,135.72,0
39.82,59.96,4.7,414.66,0
65.29,38.25,42.08,298.31,0
48.39,40.29,39.24,440.55,0
54.83,59.96,43.2,203.13,0
50.31,70.15,48.44,306.14,0
57.15,54.62,43.07,382.58,0
47.4,79.71,40.3,325.22,0
53.56,54.05,34.14,85.35,0
58.6,50.44,69.79,638.71,1
46.93,49.33,76.62,325.48,0
49.4,21.86,50.42,139.15,0
52.22,62.21,54.68,337.7,0
43.57,0.98,34.73,351.5,0
51.62,34.45,56.28,419.27,0
55.95,45.41,59.14,411.26,0
51.8,30.78,51.05,274.34,0
52.83,36.87,62.13,93.35,0
54.84,78.11,60.56,355.36,1
49.75,64.87,36.03,102.91,0
60.53,32.66,76.47,445.83,0
66.49,36.55,51.26,212.07,0
51.28,22.01,85.16,376.2,0
58.88,57.69,62.57,221.26,0
53.08,40.5,90.48,240.96,0
57.92,9.6,76.15,203.88,0
67.53,46.81,59.09,385.93,1
59.07,52.9,41.98,225.44,0
40.81,62.34,42.37,392.22,0
58.63,43.68,64.59,228.58,0
64.86,38.29,57.58,272.23,0
53.23,80.75,44.4,304.27,0
62.97,45.12,70.0,318.46,1
49.48,57.95,55.7,189.1,0
43.12,35.29,70.1,384.46,0
56.13,57.42,37.44,267.44,0
40.95,18.8,72.99,365.27,0
53.08,36.68,64.02,298.05,0
65.29,23.25,76.56,370.37,1
